class	order	family	genus	species	ssp	Accession			
Mammalia	none	Suidae	Sus	scrofa		CM009106			
Mammalia	none	Suidae	Sus	scrofa		NC_000845			
Mammalia	none	Suidae	Sus	scrofa		NC_012095			
Mammalia	none	Suidae	Sus	scrofa		NC_014692			
Mammalia	none	Suidae	Sus	verrucosus		NC_023536			
Mammalia	none	Tayassuidae	Catagonus	wagneri		KY987545			
Mammalia	none	Tayassuidae	Pecari	tajacu		NC_012103			
Mammalia	none	Tayassuidae	Pecari	tajacu		KY987555			
Mammalia	none	Tayassuidae	Pecari	tajacu		KY987543			
Mammalia	none	Tayassuidae	Pecari	tajacu		KY987541			
Mammalia	none	Tayassuidae	Pecari	tajacu		JN632682			
Mammalia	none	Tayassuidae	Pecari	tajacu		JN632683			
Mammalia	none	Tayassuidae	Platygonus	compressus		KY987554			
Mammalia	none	Tayassuidae	Platygonus	compressus		KY987553			
Mammalia	none	Tayassuidae	Platygonus	compressus		KY987544			
Mammalia	none	Tayassuidae	Platygonus	compressus		KY987547			
Mammalia	none	Tayassuidae	Platygonus	compressus		KY987549			
Mammalia	none	Tayassuidae	Platygonus	compressus		KY987550			
Mammalia	none	Tayassuidae	Platygonus	compressus		KY987548			
Mammalia	none	Tayassuidae	Platygonus	compressus		KY987551			
Mammalia	none	Tayassuidae	Platygonus	compressus		KY987542			
Mammalia	none	Tayassuidae	Platygonus	compressus		KY987546			
Mammalia	none	Tayassuidae	Platygonus	compressus		KY987552			
Mammalia	none	Tayassuidae	Tayassu	pecari		KY987556			
Mammalia	none	Tenrecidae	Echinops	telfairi		NC_002631			
Mammalia	none	Tragulidae	Hyemoschus	aquaticus		NC_020714			
Mammalia	none	Tragulidae	Tragulus	kanchil		NC_020753			
Mammalia	Notoryctemorphia	Notoryctidae	Notoryctes	typhlops		NC_006522			
Mammalia	Paucituberculata	Caenolestidae	Caenolestes	fuliginosus		NC_005828			
Mammalia	Paucituberculata	Caenolestidae	Rhyncholestes	raphanurus		NC_005829			
Mammalia	Peramelemorphia	Peramelidae	Isoodon	macrourus		NC_002746			
Mammalia	Peramelemorphia	Peramelidae	Macrotis	lagotis		NC_006520			
Mammalia	Peramelemorphia	Peramelidae	Perameles	gunnii		NC_006521			
Mammalia	Peramelemorphia	Peroryctidae	Echymipera	rufescens		NC_007632			
Mammalia	Perissodactyla	Equidae	Equus	asinus		NC_001788			
Mammalia	Perissodactyla	Equidae	Equus	burchellii		NC_018781			
Mammalia	Perissodactyla	Equidae	Equus	caballus		NC_001640			
Mammalia	Perissodactyla	Equidae	Equus	grevyi		NC_020432			
Mammalia	Perissodactyla	Equidae	Equus	hemionus		NC_016061			
Mammalia	Perissodactyla	Equidae	Equus	hemionus		NC_018782			
Mammalia	Perissodactyla	Equidae	Equus	kiang		NC_020433			
Mammalia	Perissodactyla	Equidae	Equus	ovodovi		NC_018783			
Mammalia	Perissodactyla	Equidae	Equus	przewalskii		NC_024030			
Mammalia	Perissodactyla	Equidae	Equus	zebra		NC_018780			
Mammalia	Perissodactyla	Equidae	Equus	zebra		NC_020476			
Mammalia	Perissodactyla	Rhinocerotidae	Ceratotherium	simum		NC_001808			
Mammalia	Perissodactyla	Rhinocerotidae	Coelodonta	antiquitatis		NC_012681			
Mammalia	Perissodactyla	Rhinocerotidae	Dicerorhinus	sumatrensis		NC_012684			
Mammalia	Perissodactyla	Rhinocerotidae	Diceros	bicornis		NC_012682			
Mammalia	Perissodactyla	Rhinocerotidae	Rhinoceros	sondaicus		NC_012683			
Mammalia	Perissodactyla	Rhinocerotidae	Rhinoceros	unicornis		NC_001779			
Mammalia	Perissodactyla	Tapiridae	Tapirus	indicus		NC_023838			
Mammalia	Pholidota	Manidae	Manis	crassicaudata		NC_036433			
Mammalia	Pholidota	Manidae	Manis	culionensis		NC_036434			
Mammalia	Pholidota	Manidae	Manis	gigantea		NC_036064			
Mammalia	Pholidota	Manidae	Manis	javanica		NC_026781			
Mammalia	Pholidota	Manidae	Manis	pentadactyla		NC_016008			
Mammalia	Pholidota	Manidae	Manis	temminckii		NC_025769			
Mammalia	Pholidota	Manidae	Manis	tetradactyla		NC_004027			
Mammalia	Pholidota	Manidae	Manis	tricuspis		NC_026780			
Mammalia	Pilosa	Bradypodidae	Bradypus	pygmaeus		NC_028554			
Mammalia	Pilosa	Bradypodidae	Bradypus	torquatus		NC_028555			
Mammalia	Pilosa	Bradypodidae	Bradypus	tridactylus		NC_006923			
Mammalia	Pilosa	Bradypodidae	Bradypus	variegatus		NC_028501			
Mammalia	Pilosa	Cyclopedidae	Cyclopes	didactylus		NC_028564			
Mammalia	Pilosa	Megalonychidae	Choloepus	didactylus		NC_006924			
Mammalia	Pilosa	Megalonychidae	Choloepus	hoffmanni		NC_027964			
Mammalia	Pilosa	Myrmecophagidae	Myrmecophaga	tridactyla		NC_028572			
Mammalia	Pilosa	Myrmecophagidae	Tamandua	mexicana		NC_028574			
Mammalia	Pilosa	Myrmecophagidae	Tamandua	tetradactyla		NC_004032			
Mammalia	Primates	Aotidae	Aotus	azarai		NC_018115			
Mammalia	Primates	Aotidae	Aotus	azarai		NC_021939			
Mammalia	Primates	Aotidae	Aotus	lemurinus		NC_019799			
Mammalia	Primates	Aotidae	Aotus	nancymaae		NC_018116			
Mammalia	Primates	Atelidae	Alouatta	caraya		NC_021938			
Mammalia	Primates	Atelidae	Alouatta	seniculus		NC_027825			
Mammalia	Primates	Atelidae	Ateles	belzebuth		NC_019800			
Mammalia	Primates	Atelidae	Lagothrix	lagotricha		NC_021951			
Mammalia	Primates	Cebidae	Callimico	goeldii		NC_024628			
Mammalia	Primates	Cebidae	Callithrix	geoffroyi		NC_021941			
Mammalia	Primates	Cebidae	Callithrix	jacchus		NC_025586			
Mammalia	Primates	Cebidae	Callithrix	kuhlii		NC_027658			
Mammalia	Primates	Cebidae	Callithrix	penicillata		NC_030788			
Mammalia	Primates	Cebidae	Callithrix	pygmaea		NC_021942			
Mammalia	Primates	Cebidae	Cebus	albifrons		NC_002763			
Mammalia	Primates	Cebidae	Leontopithecus	rosalia		NC_021952			
Mammalia	Primates	Cebidae	Saguinus	oedipus		NC_021960			
Mammalia	Primates	Cebidae	Saimiri	boliviensis		NC_018096			
Mammalia	Primates	Cebidae	Saimiri	boliviensis		NC_021966			
Mammalia	Primates	Cebidae	Saimiri	oerstedii		NC_023211			
Mammalia	Primates	Cebidae	Saimiri	sciureus		NC_012775			
Mammalia	Primates	Cebidae	Sapajus	xanthosternos		NC_021961			
Mammalia	Primates	Cercopithecidae	Allenopithecus	nigroviridis		NC_023965			
Mammalia	Primates	Cercopithecidae	Allochrocebus	lhoesti		NC_023962			
Mammalia	Primates	Cercopithecidae	Cercocebus	atys		NC_028592			
Mammalia	Primates	Cercopithecidae	Cercocebus	chrysogaster		NC_021943			
Mammalia	Primates	Cercopithecidae	Cercocebus	torquatus		NC_023964			
Mammalia	Primates	Cercopithecidae	Cercopithecus	albogularis		NC_021944			
Mammalia	Primates	Cercopithecidae	Cercopithecus	diana		NC_023963			
Mammalia	Primates	Cercopithecidae	Cercopithecus	mitis		NC_023961			
Mammalia	Primates	Cercopithecidae	Chlorocebus	aethiops		NC_007009			
Mammalia	Primates	Cercopithecidae	Chlorocebus	aethiops		NC_034276			
Mammalia	Primates	Cercopithecidae	Chlorocebus	cynosuros		NC_024933			
Mammalia	Primates	Cercopithecidae	Chlorocebus	djamdjamensis		NC_034277			
Mammalia	Primates	Cercopithecidae	Chlorocebus	pygerythrus		NC_009747			
Mammalia	Primates	Cercopithecidae	Chlorocebus	sabaeus		NC_008066			
Mammalia	Primates	Cercopithecidae	Chlorocebus	tantalus		NC_009748			
Mammalia	Primates	Cercopithecidae	Colobus	guereza		NC_006901			
Mammalia	Primates	Cercopithecidae	Erythrocebus	patas		NC_021947			
Mammalia	Primates	Cercopithecidae	Lophocebus	aterrimus		NC_021954			
Mammalia	Primates	Cercopithecidae	Macaca	arctoides		NC_025201			
Mammalia	Primates	Cercopithecidae	Macaca	assamensis		NC_023795			
Mammalia	Primates	Cercopithecidae	Macaca	cyclopis		NC_027449			
Mammalia	Primates	Cercopithecidae	Macaca	fascicularis		NC_012670			
Mammalia	Primates	Cercopithecidae	Macaca	fuscata		NC_025513			
Mammalia	Primates	Cercopithecidae	Macaca	leonina		NC_027604			
Mammalia	Primates	Cercopithecidae	Macaca	leucogenys		NC_031156			
Mammalia	Primates	Cercopithecidae	Macaca	mulatta		NC_005943			
Mammalia	Primates	Cercopithecidae	Macaca	nemestrina		NC_026976			
Mammalia	Primates	Cercopithecidae	Macaca	nigra		NC_026120			
Mammalia	Primates	Cercopithecidae	Macaca	radiata		NC_036508			
Mammalia	Primates	Cercopithecidae	Macaca	silenus		NC_025221			
Mammalia	Primates	Cercopithecidae	Macaca	sylvanus		NC_002764			
Mammalia	Primates	Cercopithecidae	Macaca	thibetana		NC_011519			
Mammalia	Primates	Cercopithecidae	Macaca	tonkeana		NC_025222			
Mammalia	Primates	Cercopithecidae	Mandrillus	leucophaeus		NC_028442			
Mammalia	Primates	Cercopithecidae	Mandrillus	sphinx		NC_021956			
Mammalia	Primates	Cercopithecidae	Nasalis	larvatus		NC_008216			
Mammalia	Primates	Cercopithecidae	Papio	anubis		NC_020006			
Mammalia	Primates	Cercopithecidae	Papio	cynocephalus		NC_020007			
Mammalia	Primates	Cercopithecidae	Papio	hamadryas		NC_001992			
Mammalia	Primates	Cercopithecidae	Papio	kindae		NC_020008			
Mammalia	Primates	Cercopithecidae	Papio	papio		NC_020009			
Mammalia	Primates	Cercopithecidae	Papio	ursinus		NC_020010			
Mammalia	Primates	Cercopithecidae	Piliocolobus	badius		NC_008219			
Mammalia	Primates	Cercopithecidae	Presbytis	melalophos		NC_008217			
Mammalia	Primates	Cercopithecidae	Procolobus	verus		NC_020666			
Mammalia	Primates	Cercopithecidae	Pygathrix	cinerea		NC_018062			
Mammalia	Primates	Cercopithecidae	Pygathrix	cinerea		NC_018063			
Mammalia	Primates	Cercopithecidae	Pygathrix	nemaeus		NC_008220			
Mammalia	Primates	Cercopithecidae	Pygathrix	nigripes		NC_018061			
Mammalia	Primates	Cercopithecidae	Rhinopithecus	avunculus		NC_015485			
Mammalia	Primates	Cercopithecidae	Rhinopithecus	bieti		NC_015486			
Mammalia	Primates	Cercopithecidae	Rhinopithecus	bieti		NC_018058			
Mammalia	Primates	Cercopithecidae	Rhinopithecus	bieti		NC_018060			
Mammalia	Primates	Cercopithecidae	Rhinopithecus	brelichi		NC_018057			
Mammalia	Primates	Cercopithecidae	Rhinopithecus	roxellana		NC_008218			
Mammalia	Primates	Cercopithecidae	Rhinopithecus	strykeri		NC_018059			
Mammalia	Primates	Cercopithecidae	Semnopithecus	entellus		NC_008215			
Mammalia	Primates	Cercopithecidae	Simias	concolor		NC_020667			
Mammalia	Primates	Cercopithecidae	Theropithecus	gelada		NC_019802			
Mammalia	Primates	Cercopithecidae	Trachypithecus	cristatus		NC_023971			
Mammalia	Primates	Cercopithecidae	Trachypithecus	francoisi		NC_023970			
Mammalia	Primates	Cercopithecidae	Trachypithecus	germaini		NC_019580			
Mammalia	Primates	Cercopithecidae	Trachypithecus	hatinhensis		NC_019579			
Mammalia	Primates	Cercopithecidae	Trachypithecus	johnii		NC_019583			
Mammalia	Primates	Cercopithecidae	Trachypithecus	obscurus		NC_006900			
Mammalia	Primates	Cercopithecidae	Trachypithecus	pileatus		NC_024529			
Mammalia	Primates	Cercopithecidae	Trachypithecus	poliocephalus		NC_034795			
Mammalia	Primates	Cercopithecidae	Trachypithecus	shortridgei		NC_019581			
Mammalia	Primates	Cercopithecidae	Trachypithecus	vetulus		NC_019582			
Mammalia	Primates	Cheirogaleidae	Allocebus	trichotis		NC_035631			
Mammalia	Primates	Cheirogaleidae	Cheirogaleus	crossleyi		NC_035604			
Mammalia	Primates	Cheirogaleidae	Cheirogaleus	major		NC_035655			
Mammalia	Primates	Cheirogaleidae	Cheirogaleus	medius		NC_021945			
Mammalia	Primates	Cheirogaleidae	Cheirogaleus	sibreei		NC_035605			
Mammalia	Primates	Cheirogaleidae	Microcebus	arnholdi		NC_035554			
Mammalia	Primates	Cheirogaleidae	Microcebus	berthae		NC_035629			
Mammalia	Primates	Cheirogaleidae	Microcebus	bongolavensis		NC_035559			
Mammalia	Primates	Cheirogaleidae	Microcebus	danfossi		NC_035600			
Mammalia	Primates	Cheirogaleidae	Microcebus	griseorufus		NC_035558			
Mammalia	Primates	Cheirogaleidae	Microcebus	jollyae		NC_035564			
Mammalia	Primates	Cheirogaleidae	Microcebus	lehilahytsara		NC_035602			
Mammalia	Primates	Cheirogaleidae	Microcebus	mamiratra		NC_035601			
Mammalia	Primates	Cheirogaleidae	Microcebus	margotmarshae		NC_035603			
Mammalia	Primates	Cheirogaleidae	Microcebus	mittermeieri		NC_035563			
Mammalia	Primates	Cheirogaleidae	Microcebus	murinus		NC_028718			
Mammalia	Primates	Cheirogaleidae	Microcebus	myoxinus		NC_035557			
Mammalia	Primates	Cheirogaleidae	Microcebus	ravelobensis		NC_035556			
Mammalia	Primates	Cheirogaleidae	Microcebus	rufus		NC_035562			
Mammalia	Primates	Cheirogaleidae	Microcebus	sambiranensis		NC_035561			
Mammalia	Primates	Cheirogaleidae	Microcebus	simmonsi		NC_035630			
Mammalia	Primates	Cheirogaleidae	Microcebus	tanosi		NC_035555			
Mammalia	Primates	Cheirogaleidae	Microcebus	tavaratra		NC_035560			
Mammalia	Primates	Cheirogaleidae	Mirza	coquereli		NC_035656			
Mammalia	Primates	Cheirogaleidae	Mirza	zaza		NC_035606			
Mammalia	Primates	Cheirogaleidae	Phaner	electromontis		NC_035607			
Mammalia	Primates	Cheirogaleidae	Phaner	pallescens		NC_035608			
Mammalia	Primates	Cheirogaleidae	Phaner	parienti		NC_035609			
Mammalia	Primates	Daubentoniidae	Daubentonia	madagascariensis		NC_010299			
Mammalia	Primates	Galagidae	Galago	moholi		NC_021949			
Mammalia	Primates	Galagidae	Galago	senegalensis		NC_012761			
Mammalia	Primates	Galagidae	Otolemur	crassicaudatus		NC_012762			
Mammalia	Primates	Hominidae	Gorilla	gorilla		NC_011120			
Mammalia	Primates	Hominidae	Gorilla	gorilla		NC_001645			
Mammalia	Primates	Hominidae	Homo	heidelbergensis		NC_023100			
Mammalia	Primates	Hominidae	Homo	sapiens		CM001971			
Mammalia	Primates	Hominidae	Homo	sapiens		CM003113			
Mammalia	Primates	Hominidae	Homo	sapiens		CM003244			
Mammalia	Primates	Hominidae	Homo	sapiens		CM003245			
Mammalia	Primates	Hominidae	Homo	sapiens		CM003277			
Mammalia	Primates	Hominidae	Homo	sapiens		CM003308			
Mammalia	Primates	Hominidae	Homo	sapiens		CM003309			
Mammalia	Primates	Hominidae	Homo	sapiens		CM003500			
Mammalia	Primates	Hominidae	Homo	sapiens		CM003501			
Mammalia	Primates	Hominidae	Homo	sapiens		CM003502			
Mammalia	Primates	Hominidae	Homo	sapiens		CM003571			
Mammalia	Primates	Hominidae	Homo	sapiens		CM003572			
Mammalia	Primates	Hominidae	Homo	sapiens		CM003573			
Mammalia	Primates	Hominidae	Homo	sapiens		CM003574			
Mammalia	Primates	Hominidae	Homo	sapiens		CM003747			
Mammalia	Primates	Hominidae	Homo	sapiens		CM003766			
Mammalia	Primates	Hominidae	Homo	sapiens		NC_012920			
Mammalia	Primates	Hominidae	Homo	neanderthalensis		NC_011137			
Mammalia	Primates	Hominidae	Homo	Denisova		NC_013993			
Mammalia	Primates	Hominidae	Homo	sapiens		GU170815			
Mammalia	Primates	Hominidae	Homo	sapiens		GU170816			
Mammalia	Primates	Hominidae	Homo	sapiens		GU170817			
Mammalia	Primates	Hominidae	Homo	sapiens		GU170818			
Mammalia	Primates	Hominidae	Homo	sapiens		GU170819			
Mammalia	Primates	Hominidae	Homo	sapiens		GU170820			
Mammalia	Primates	Hominidae	Homo	sapiens		GU170821			
Mammalia	Primates	Hominidae	Pan	paniscus		KT153251			
Mammalia	Primates	Hominidae	Pan	paniscus		NC_001644			
Mammalia	Primates	Hominidae	Pan	troglodytes		NC_001643			
Mammalia	Primates	Hominidae	Pongo	abelii		NC_002083			
Mammalia	Primates	Hominidae	Pongo	pygmaeus		NC_001646			
Mammalia	Primates	Hylobatidae	Hoolock	hoolock		NC_033885			
Mammalia	Primates	Hylobatidae	Hoolock	leuconedys		NC_033882			
Mammalia	Primates	Hylobatidae	Hoolock	leuconedys		NC_033883			
Mammalia	Primates	Hylobatidae	Hoolock	tianxing		NC_033884			
Mammalia	Primates	Hylobatidae	Hylobates	agilis		NC_014042			
Mammalia	Primates	Hylobatidae	Hylobates	lar		NC_002082			
Mammalia	Primates	Hylobatidae	Hylobates	pileatus		NC_014045			
Mammalia	Primates	Hylobatidae	Nomascus	gabriellae		NC_018753			
Mammalia	Primates	Hylobatidae	Nomascus	leucogenys		NC_021957			
Mammalia	Primates	Hylobatidae	Nomascus	siki		NC_014051			
Mammalia	Primates	Hylobatidae	Symphalangus	syndactylus		NC_014047			
Mammalia	Primates	Indriidae	Avahi	laniger		NC_021940			
Mammalia	Primates	Indriidae	Indri	indri		NC_026095			
Mammalia	Primates	Indriidae	Propithecus	coquereli		NC_011053			
Mammalia	Primates	Indriidae	Propithecus	diadema		NC_026084			
Mammalia	Primates	Indriidae	Propithecus	edwardsi		NC_026086			
Mammalia	Primates	Indriidae	Propithecus	tattersalli		NC_027740			
Mammalia	Primates	Indriidae	Propithecus	verreauxi		NC_028210			
Mammalia	Primates	Lemuridae	Eulemur	fulvus		NC_012766			
Mammalia	Primates	Lemuridae	Eulemur	fulvus		NC_012769			
Mammalia	Primates	Lemuridae	Eulemur	macaco		NC_012771			
Mammalia	Primates	Lemuridae	Eulemur	mongoz		NC_010300			
Mammalia	Primates	Lemuridae	Eulemur	rubriventer		NC_026098			
Mammalia	Primates	Lemuridae	Eulemur	rufus		NC_021948			
Mammalia	Primates	Lemuridae	Hapalemur	griseus		NC_021950			
Mammalia	Primates	Lemuridae	Lemur	catta		NC_004025			
Mammalia	Primates	Lemuridae	Prolemur	simus		NC_021959			
Mammalia	Primates	Lemuridae	Varecia	variegata		NC_012773			
Mammalia	Primates	Lemuridae	Varecia	variegata		NC_026085			
Mammalia	Primates	Lepilemuridae	Lepilemur	aeeclis		NC_034730			
Mammalia	Primates	Lepilemuridae	Lepilemur	ahmansoni		NC_034733			
Mammalia	Primates	Lepilemuridae	Lepilemur	ankaranensis		NC_034717			
Mammalia	Primates	Lepilemuridae	Lepilemur	betsileo		NC_034726			
Mammalia	Primates	Lepilemuridae	Lepilemur	dorsalis		NC_034721			
Mammalia	Primates	Lepilemuridae	Lepilemur	edwardsi		NC_034720			
Mammalia	Primates	Lepilemuridae	Lepilemur	fleuretae		NC_034718			
Mammalia	Primates	Lepilemuridae	Lepilemur	grewcocki		NC_034729			
Mammalia	Primates	Lepilemuridae	Lepilemur	hollandorum		NC_034738			
Mammalia	Primates	Lepilemuridae	Lepilemur	hubbardorum		NC_014453			
Mammalia	Primates	Lepilemuridae	Lepilemur	jamesi		NC_034736			
Mammalia	Primates	Lepilemuridae	Lepilemur	leucopus		NC_034719			
Mammalia	Primates	Lepilemuridae	Lepilemur	microdon		NC_034739			
Mammalia	Primates	Lepilemuridae	Lepilemur	milanoii		NC_034725			
Mammalia	Primates	Lepilemuridae	Lepilemur	mittermeieri		NC_034728			
Mammalia	Primates	Lepilemuridae	Lepilemur	otto		NC_034724			
Mammalia	Primates	Lepilemuridae	Lepilemur	petteri		NC_034723			
Mammalia	Primates	Lepilemuridae	Lepilemur	randrianasoloi		NC_034722			
Mammalia	Primates	Lepilemuridae	Lepilemur	ruficaudatus		NC_021953			
Mammalia	Primates	Lepilemuridae	Lepilemur	sahamalazensis		NC_034734			
Mammalia	Primates	Lepilemuridae	Lepilemur	scottorum		NC_034737			
Mammalia	Primates	Lepilemuridae	Lepilemur	seali		NC_034731			
Mammalia	Primates	Lepilemuridae	Lepilemur	septentrionalis		NC_034727			
Mammalia	Primates	Lepilemuridae	Lepilemur	tymerlachsoni		NC_034735			
Mammalia	Primates	Lepilemuridae	Lepilemur	wrighti		NC_034732			
Mammalia	Primates	Lepilemuridae	Megaladapis	edwardsi		NC_026088			
Mammalia	Primates	Lorisidae	Loris	lydekkerianus		NC_021955			
Mammalia	Primates	Lorisidae	Loris	tardigradus		NC_012763			
Mammalia	Primates	Lorisidae	Nycticebus	bengalensis		NC_021958			
Mammalia	Primates	Lorisidae	Nycticebus	coucang		NC_002765			
Mammalia	Primates	Lorisidae	Nycticebus	pygmaeus		NC_033381			
Mammalia	Primates	Lorisidae	Perodicticus	potto		NC_012764			
Mammalia	Primates	Paleopropithecidae	Palaeopropithecus	ingens		NC_026090			
Mammalia	Primates	Pitheciidae	Cacajao	calvus		NC_021967			
Mammalia	Primates	Pitheciidae	Cheracebus	lugens		NC_024630			
Mammalia	Primates	Pitheciidae	Chiropotes	albinasus		NC_021946			
Mammalia	Primates	Pitheciidae	Chiropotes	israelita		NC_024629			
Mammalia	Primates	Pitheciidae	Plecturocebus	cupreus		NC_021965			
Mammalia	Primates	Pitheciidae	Plecturocebus	donacophilus		NC_019801			
Mammalia	Primates	Tarsiidae	Carlito	syrichta		NC_012774			
Mammalia	Primates	Tarsiidae	Cephalopachus	bancanus		NC_002811			
Mammalia	Primates	Tarsiidae	Tarsius	dentatus		NC_024052			
Mammalia	Primates	Tarsiidae	Tarsius	lariang		NC_024051			
Mammalia	Primates	Tarsiidae	Tarsius	wallacei		NC_024053			
Mammalia	Proboscidea	Elephantidae	Elephas	antiquus		NC_035230			
Mammalia	Proboscidea	Elephantidae	Elephas	maximus		NC_005129			
Mammalia	Proboscidea	Elephantidae	Loxodonta	africana		NC_000934			
Mammalia	Proboscidea	Elephantidae	Loxodonta	cyclotis		NC_020759			
Mammalia	Proboscidea	Elephantidae	Mammut	americanum		NC_009574			
Mammalia	Proboscidea	Elephantidae	Mammut	americanum		NC_035800			
Mammalia	Proboscidea	Elephantidae	Mammuthus	columbi		NC_015529			
Mammalia	Proboscidea	Elephantidae	Mammuthus	primigenius		NC_007596			
Mammalia	Rodentia	Anomaluridae	Anomalurus			NC_009056			
Mammalia	Rodentia	Bathyergidae	Fukomys	damarensis		NC_027742			
Mammalia	Rodentia	Bathyergidae	Heterocephalus	glaber		JN242813			
Mammalia	Rodentia	Bathyergidae	Heterocephalus	glaber		NC_015112			
Mammalia	Rodentia	Castoridae	Castor	canadensis		NC_033912			
Mammalia	Rodentia	Castoridae	Castor	fiber		NC_028625			
Mammalia	Rodentia	Caviidae	Cavia	porcellus		NC_000884			
Mammalia	Rodentia	Chinchillidae	Chinchilla	lanigera		NC_021386			
Mammalia	Rodentia	Cricetidae	Akodon	montensis		NC_025746			
Mammalia	Rodentia	Cricetidae	Cricetulus	griseus		NC_007936			
Mammalia	Rodentia	Cricetidae	Cricetulus	kamensis		NC_024592			
Mammalia	Rodentia	Cricetidae	Cricetulus	longicaudatus		NC_025330			
Mammalia	Rodentia	Cricetidae	Cricetulus	migratorius		NC_031802			
Mammalia	Rodentia	Cricetidae	Dicrostonyx	groenlandicus		NC_034313			
Mammalia	Rodentia	Cricetidae	Dicrostonyx	hudsonius		NC_034307			
Mammalia	Rodentia	Cricetidae	Dicrostonyx	torquatus		NC_034646			
Mammalia	Rodentia	Cricetidae	Eothenomys	chinensis		NC_013571			
Mammalia	Rodentia	Cricetidae	Eothenomys	melanogaster		NC_027418			
Mammalia	Rodentia	Cricetidae	Eothenomys	miletus		NC_030330			
Mammalia	Rodentia	Cricetidae	Habromys	ixtlani		NC_035612			
Mammalia	Rodentia	Cricetidae	Isthmomys	pirrensis		NC_035599			
Mammalia	Rodentia	Cricetidae	Lasiopodomys	mandarinus		NC_025283			
Mammalia	Rodentia	Cricetidae	Mesocricetus	auratus		NC_013276			
Mammalia	Rodentia	Cricetidae	Microtus	fortis		NC_015241			
Mammalia	Rodentia	Cricetidae	Microtus	fortis		NC_015243			
Mammalia	Rodentia	Cricetidae	Microtus	kikuchii		NC_003041			
Mammalia	Rodentia	Cricetidae	Microtus	levis		NC_008064			
Mammalia	Rodentia	Cricetidae	Microtus	ochrogaster		NC_027945			
Mammalia	Rodentia	Cricetidae	Myodes	glareolus		NC_024538			
Mammalia	Rodentia	Cricetidae	Myodes	regulus		NC_016427			
