class	order	family	genus	species	ssp	Accession			
Mammalia	Chiroptera	Pteropodidae	Pteropus	scapulatus		NC_002619			
Mammalia	Chiroptera	Pteropodidae	Pteropus	vampyrus		NC_026542			
Mammalia	Chiroptera	Pteropodidae	Rousettus	aegyptiacus		NC_007393			
Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	ferrumequinum		NC_016191			
Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	ferrumequinum		NC_020326			
Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	formosae		NC_011304			
Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	luctus		NC_018539			
Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	macrotis		NC_026460			
Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	monoceros		NC_005433			
Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	pumilus		NC_005434			
Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	rex		NC_028536			
Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	thomasi		NC_034306			
Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	yunnanensis		NC_036419			
Mammalia	Chiroptera	Vespertilionidae	Chalinolobus	tuberculatus		NC_002626			
Mammalia	Chiroptera	Vespertilionidae	Corynorhinus	rafinesquii		NC_016872			
Mammalia	Chiroptera	Vespertilionidae	Eptesicus	serotinus		NC_022474			
Mammalia	Chiroptera	Vespertilionidae	Hypsugo	alaschanicus		NC_029939			
Mammalia	Chiroptera	Vespertilionidae	Lasiurus	borealis		NC_016873			
Mammalia	Chiroptera	Vespertilionidae	Murina	leucogaster		NC_025949			
Mammalia	Chiroptera	Vespertilionidae	Murina	ussuriensis		NC_021119			
Mammalia	Chiroptera	Vespertilionidae	Myotis	albescens		NC_036327			
Mammalia	Chiroptera	Vespertilionidae	Myotis	atacamensis		NC_036324			
Mammalia	Chiroptera	Vespertilionidae	Myotis	auriculus		NC_036320			
Mammalia	Chiroptera	Vespertilionidae	Myotis	bechsteinii		NC_034227			
Mammalia	Chiroptera	Vespertilionidae	Myotis	bombinus		NC_029342			
Mammalia	Chiroptera	Vespertilionidae	Myotis	brandtii		NC_025308			
Mammalia	Chiroptera	Vespertilionidae	Myotis	davidii		NC_025568			
Mammalia	Chiroptera	Vespertilionidae	Myotis	dominicensis		NC_036312			
Mammalia	Chiroptera	Vespertilionidae	Myotis	evotis		NC_036313			
Mammalia	Chiroptera	Vespertilionidae	Myotis	formosus		NC_015828			
Mammalia	Chiroptera	Vespertilionidae	Myotis	horsfieldii		NC_036325			
Mammalia	Chiroptera	Vespertilionidae	Myotis	ikonnikovi		NC_022698			
Mammalia	Chiroptera	Vespertilionidae	Myotis	keaysi		NC_036314			
Mammalia	Chiroptera	Vespertilionidae	Myotis	leibii		NC_036321			
Mammalia	Chiroptera	Vespertilionidae	Myotis	lucifugus		NC_029849			
Mammalia	Chiroptera	Vespertilionidae	Myotis	macrodactylus		NC_022694			
Mammalia	Chiroptera	Vespertilionidae	Myotis	martiniquensis		NC_036328			
Mammalia	Chiroptera	Vespertilionidae	Myotis	melanorhinus		NC_036322			
Mammalia	Chiroptera	Vespertilionidae	Myotis	muricola		NC_029422			
Mammalia	Chiroptera	Vespertilionidae	Myotis	myotis		NC_029346			
Mammalia	Chiroptera	Vespertilionidae	Myotis	nigricans		NC_036318			
Mammalia	Chiroptera	Vespertilionidae	Myotis	oxyotus		NC_036316			
Mammalia	Chiroptera	Vespertilionidae	Myotis	petax		NC_027973			
Mammalia	Chiroptera	Vespertilionidae	Myotis	riparius		NC_036317			
Mammalia	Chiroptera	Vespertilionidae	Myotis	ruber		NC_036315			
Mammalia	Chiroptera	Vespertilionidae	Myotis	thysanodes		NC_036323			
Mammalia	Chiroptera	Vespertilionidae	Myotis	volans		NC_036326			
Mammalia	Chiroptera	Vespertilionidae	Myotis	yumanensis		NC_036319			
Mammalia	Chiroptera	Vespertilionidae	Nyctalus	noctula		NC_027237			
Mammalia	Chiroptera	Vespertilionidae	Pipistrellus	abramus		NC_005436			
Mammalia	Chiroptera	Vespertilionidae	Pipistrellus	coromandra		NC_029191			
Mammalia	Chiroptera	Vespertilionidae	Plecotus	auritus		NC_015484			
Mammalia	Chiroptera	Vespertilionidae	Plecotus	macrobullaris		NC_027977			
Mammalia	Chiroptera	Vespertilionidae	Vespertilio	murinus		NC_033347			
Mammalia	Chiroptera	Vespertilionidae	Vespertilio	sinensis		NC_024558			
Mammalia	Cingulata	Chlamyphoridae	Cabassous	centralis		NC_028556			
Mammalia	Cingulata	Chlamyphoridae	Cabassous	chacoensis		NC_028557			
Mammalia	Cingulata	Chlamyphoridae	Cabassous	tatouay		NC_028558			
Mammalia	Cingulata	Chlamyphoridae	Cabassous	unicinctus		NC_028559			
Mammalia	Cingulata	Chlamyphoridae	Calyptophractus	retusus		NC_028560			
Mammalia	Cingulata	Chlamyphoridae	Chaetophractus	vellerosus		NC_028561			
Mammalia	Cingulata	Chlamyphoridae	Chaetophractus	villosus		NC_028562			
Mammalia	Cingulata	Chlamyphoridae	Chlamyphorus	truncatus		NC_028563			
Mammalia	Cingulata	Chlamyphoridae	Euphractus	sexcinctus		NC_028571			
Mammalia	Cingulata	Chlamyphoridae	Priodontes	maximus		NC_028573			
Mammalia	Cingulata	Chlamyphoridae	Tolypeutes	matacus		NC_028575			
Mammalia	Cingulata	Chlamyphoridae	Tolypeutes	tricinctus		NC_028576			
Mammalia	Cingulata	Chlamyphoridae	Zaedyus	pichiy		NC_028577			
Mammalia	Cingulata	Dasypodidae	Dasypus	hybridus		NC_028565			
Mammalia	Cingulata	Dasypodidae	Dasypus	kappleri		NC_028566			
Mammalia	Cingulata	Dasypodidae	Dasypus	novemcinctus		NC_001821			
Mammalia	Cingulata	Dasypodidae	Dasypus	pilosus		NC_028567			
Mammalia	Cingulata	Dasypodidae	Dasypus	sabanicola		NC_028568			
Mammalia	Cingulata	Dasypodidae	Dasypus	septemcinctus		NC_028569			
Mammalia	Cingulata	Dasypodidae	Dasypus	yepesi		NC_028570			
Mammalia	Dasyuromorphia	Dasyuridae	Dasyurus	hallucatus		NC_007630			
Mammalia	Dasyuromorphia	Dasyuridae	Phascogale	tapoatafa		NC_006523			
Mammalia	Dasyuromorphia	Dasyuridae	Sarcophilus	harrisii		NC_018788			
Mammalia	Dasyuromorphia	Dasyuridae	Sminthopsis	crassicaudata		NC_007631			
Mammalia	Dasyuromorphia	Dasyuridae	Sminthopsis	douglasi		NC_006517			
Mammalia	Dasyuromorphia	Myrmecobiidae	Myrmecobius	fasciatus		NC_011949			
Mammalia	Dasyuromorphia	Thylacinidae	Thylacinus	cynocephalus		NC_011944			
Mammalia	Dermoptera	Cynocephalidae	Galeopterus	variegatus		NC_004031			
Mammalia	Didelphimorphia	Didelphidae	Didelphis	virginiana		NC_001610			
Mammalia	Didelphimorphia	Didelphidae	Metachirus	nudicaudatus		NC_006516			
Mammalia	Didelphimorphia	Didelphidae	Monodelphis	domestica		NC_006299			
Mammalia	Didelphimorphia	Didelphidae	Thylamys	elegans		NC_005825			
Mammalia	Didelphimorphia	Didelphidae	Tlacuatzin	canescens		NC_029381			
Mammalia	Diprotodontia	Acrobatidae	Distoechurus	pennatus		NC_008145			
Mammalia	Diprotodontia	Macropodidae	Lagorchestes	hirsutus		NC_008136			
Mammalia	Diprotodontia	Macropodidae	Lagostrophus	fasciatus		NC_008447			
Mammalia	Diprotodontia	Macropodidae	Macropus	giganteus		NC_027424			
Mammalia	Diprotodontia	Macropodidae	Macropus	robustus		NC_001794			
Mammalia	Diprotodontia	Petauridae	Dactylopsila	trivirgata		NC_008134			
Mammalia	Diprotodontia	Petauridae	Petaurus	breviceps		NC_008135			
Mammalia	Diprotodontia	Phalangeridae	Phalanger	vestitus		NC_008137			
Mammalia	Diprotodontia	Phalangeridae	Trichosurus	vulpecula		NC_003039			
Mammalia	Diprotodontia	Phascolarctidae	Phascolarctos	cinereus		NC_008133			
Mammalia	Diprotodontia	Potoroidae	Potorous	tridactylus		NC_006524			
Mammalia	Diprotodontia	Pseudocheiridae	Pseudocheirus	peregrinus		NC_006519			
Mammalia	Diprotodontia	Tarsipedidae	Tarsipes	rostratus		NC_006518			
Mammalia	Diprotodontia	Vombatidae	Vombatus	ursinus		NC_003322			
Mammalia	Hyracoidea	Procaviidae	Dendrohyrax	dorsalis		NC_010301			
Mammalia	Hyracoidea	Procaviidae	Procavia	capensis		NC_004919			
Mammalia	Insectivora	Erinaceidae	Echinosorex	gymnura		NC_002808			
Mammalia	Insectivora	Erinaceidae	Erinaceus	europaeus		NC_002080			
Mammalia	Insectivora	Erinaceidae	Hemiechinus	auritus		NC_005033			
Mammalia	Insectivora	Erinaceidae	Hylomys	suillus		NC_010298			
Mammalia	Insectivora	Erinaceidae	Neotetracus	sinensis		NC_019626			
Mammalia	Insectivora	Soricidae	Anourosorex	squamipes		NC_024563			
Mammalia	Insectivora	Soricidae	Blarinella	quadraticauda		NC_023950			
Mammalia	Insectivora	Soricidae	Crocidura	attenuata		NC_026204			
Mammalia	Insectivora	Soricidae	Crocidura	beatus		NC_027249			
Mammalia	Insectivora	Soricidae	Crocidura	grayi		NC_027247			
Mammalia	Insectivora	Soricidae	Crocidura	lasiura		NC_029329			
Mammalia	Insectivora	Soricidae	Crocidura	mindorus		NC_027248			
Mammalia	Insectivora	Soricidae	Crocidura	negrina		NC_027245			
Mammalia	Insectivora	Soricidae	Crocidura	ninoyi		NC_027244			
Mammalia	Insectivora	Soricidae	Crocidura	orientalis		NC_027242			
Mammalia	Insectivora	Soricidae	Crocidura	palawanensis		NC_027243			
Mammalia	Insectivora	Soricidae	Crocidura	panayensis		NC_027246			
Mammalia	Insectivora	Soricidae	Crocidura	russula		NC_006893			
Mammalia	Insectivora	Soricidae	Crocidura	shantungensis		NC_021398			
Mammalia	Insectivora	Soricidae	Episoriculus	caudatus		NC_026131			
Mammalia	Insectivora	Soricidae	Episoriculus	fumidus		NC_003040			
Mammalia	Insectivora	Soricidae	Episoriculus	macrurus		NC_029840			
Mammalia	Insectivora	Soricidae	Nectogale	elegans		NC_023351			
Mammalia	Insectivora	Soricidae	Neomys	fodiens		NC_025559			
Mammalia	Insectivora	Soricidae	Sorex	araneus		NC_027963			
Mammalia	Insectivora	Soricidae	Sorex	cylindricauda		NC_025278			
Mammalia	Insectivora	Soricidae	Sorex	roboratus		NC_034808			
Mammalia	Insectivora	Soricidae	Sorex	tundrensis		NC_025327			
Mammalia	Insectivora	Soricidae	Sorex	unguiculatus		NC_005435			
Mammalia	Insectivora	Soricidae	Suncus	murinus		NC_024604			
Mammalia	Insectivora	Talpidae	Condylura	cristata		NC_029762			
Mammalia	Insectivora	Talpidae	Galemys	pyrenaicus		NC_008156			
Mammalia	Insectivora	Talpidae	Mogera	robusta		NC_029836			
Mammalia	Insectivora	Talpidae	Mogera	wogura		NC_005035			
Mammalia	Insectivora	Talpidae	Scapanulus	oweni		NC_025777			
Mammalia	Insectivora	Talpidae	Talpa	europaea		NC_002391			
Mammalia	Insectivora	Talpidae	Uropsilus	gracilis		NC_018598			
Mammalia	Insectivora	Talpidae	Uropsilus	gracilis		NC_031330			
Mammalia	Insectivora	Talpidae	Uropsilus	soricipes		NC_023244			
Mammalia	Insectivora	Talpidae	Uropsilus			NC_028150			
Mammalia	Insectivora	Talpidae	Urotrichus	talpoides		NC_005034			
Mammalia	Lagomorpha	Leporidae	Lepus	americanus		NC_024043			
Mammalia	Lagomorpha	Leporidae	Lepus	capensis		NC_015841			
Mammalia	Lagomorpha	Leporidae	Lepus	coreanus		NC_024259			
Mammalia	Lagomorpha	Leporidae	Lepus	europaeus		NC_004028			
Mammalia	Lagomorpha	Leporidae	Lepus	granatensis		NC_024042			
Mammalia	Lagomorpha	Leporidae	Lepus	hainanus		NC_025902			
Mammalia	Lagomorpha	Leporidae	Lepus	sinensis		NC_025316			
Mammalia	Lagomorpha	Leporidae	Lepus	timidus		NC_024040			
Mammalia	Lagomorpha	Leporidae	Lepus	tolai		NC_025748			
Mammalia	Lagomorpha	Leporidae	Lepus	townsendii		NC_024041			
Mammalia	Lagomorpha	Leporidae	Oryctolagus	cuniculus		NC_001913			
Mammalia	Lagomorpha	Ochotonidae	Ochotona	collaris		NC_003033			
Mammalia	Lagomorpha	Ochotonidae	Ochotona	curzoniae		NC_011029			
Mammalia	Lagomorpha	Ochotonidae	Ochotona	princeps		NC_005358			
Mammalia	Macroscelidea	Macroscelididae	Elephantulus			NC_004921			
Mammalia	Macroscelidea	Macroscelididae	Macroscelides	proboscideus		NC_004026			
Mammalia	Microbiotheria	Microbiotheriidae	Dromiciops	gliroides		NC_005826			
Mammalia	Monotremata	Ornithorhynchidae	Ornithorhynchus	anatinus		NC_000891			
Mammalia	Monotremata	Tachyglossidae	Tachyglossus	aculeatus		NC_003321			
Mammalia	Monotremata	Tachyglossidae	Zaglossus	bruijni		NC_006364			
Mammalia	none	Antilocapridae	Antilocapra	americana		NC_020679			
Mammalia	none	Bovidae	Addax	nasomaculatus		NC_020674			
Mammalia	none	Bovidae	Aepyceros	melampus		NC_020675			
Mammalia	none	Bovidae	Alcelaphus	buselaphus		NC_020676			
Mammalia	none	Bovidae	Ammotragus	lervia		NC_009510			
Mammalia	none	Bovidae	Antidorcas	marsupialis		NC_020678			
Mammalia	none	Bovidae	Antilope	cervicapra		NC_012098			
Mammalia	none	Bovidae	Beatragus	hunteri		NC_023542			
Mammalia	none	Bovidae	Bison	bison		NC_012346			
Mammalia	none	Bovidae	Bison	bonasus		NC_014044			
Mammalia	none	Bovidae	Bison	priscus		NC_027233			
Mammalia	none	Bovidae	Bison	schoetensacki		NC_033873			
Mammalia	none	Bovidae	Bootherium	bombifrons		NC_032352			
Mammalia	none	Bovidae	Bos	frontalis		NC_036020			
Mammalia	none	Bovidae	Bos	gaurus		NC_024818			
Mammalia	none	Bovidae	Bos	indicus		NC_005971			
Mammalia	none	Bovidae	Bos	mutus		NC_006380			
Mammalia	none	Bovidae	Bos	mutus		NC_025563			
Mammalia	none	Bovidae	Bos	primigenius		NC_013996			
Mammalia	none	Bovidae	Bos	taurus		NC_006853			
Mammalia	none	Bovidae	Bos	taurus		DQ124387			
Mammalia	none	Bovidae	Bos	taurus		DQ124396			
Mammalia	none	Bovidae	Bos	taurus		DQ124397			
Mammalia	none	Bovidae	Bos	taurus		DQ124398			
Mammalia	none	Bovidae	Bos	taurus		DQ124399			
Mammalia	none	Bovidae	Bos	taurus		DQ124400			
Mammalia	none	Bovidae	Bos	taurus		DQ124401			
Mammalia	none	Bovidae	Bos	taurus		DQ124402			
Mammalia	none	Bovidae	Bos	taurus		DQ124388			
Mammalia	none	Bovidae	Bos	taurus		DQ124389			
Mammalia	none	Bovidae	Bos	taurus		DQ124390			
Mammalia	none	Bovidae	Bos	taurus		DQ124391			
Mammalia	none	Bovidae	Bos	taurus		DQ124392			
Mammalia	none	Bovidae	Bos	taurus		DQ124393			
Mammalia	none	Bovidae	Bos	taurus		DQ124394			
Mammalia	none	Bovidae	Bos	taurus		DQ124395			
Mammalia	none	Bovidae	Bos	taurus		DQ124412			
Mammalia	none	Bovidae	Bos	taurus		DQ124413			
Mammalia	none	Bovidae	Bos	taurus		DQ124414			
Mammalia	none	Bovidae	Bos	taurus		DQ124415			
Mammalia	none	Bovidae	Bos	taurus		DQ124416			
Mammalia	none	Bovidae	Bos	taurus		DQ124417			
Mammalia	none	Bovidae	Bos	taurus		DQ124418			
Mammalia	none	Bovidae	Bos	taurus		DQ124404			
Mammalia	none	Bovidae	Bos	taurus		DQ124405			
Mammalia	none	Bovidae	Bos	taurus		DQ124406			
Mammalia	none	Bovidae	Bos	taurus		DQ124407			
Mammalia	none	Bovidae	Bos	taurus		DQ124408			
Mammalia	none	Bovidae	Bos	taurus		DQ124409			
Mammalia	none	Bovidae	Bos	taurus		DQ124410			
Mammalia	none	Bovidae	Bos	taurus		DQ124411			
Mammalia	none	Bovidae	Bos	taurus		DQ124371			
Mammalia	none	Bovidae	Bos	taurus		DQ124380			
Mammalia	none	Bovidae	Bos	taurus		DQ124381			
Mammalia	none	Bovidae	Bos	taurus		DQ124382			
Mammalia	none	Bovidae	Bos	taurus		DQ124383			
Mammalia	none	Bovidae	Bos	taurus		DQ124384			
Mammalia	none	Bovidae	Bos	taurus		DQ124385			
Mammalia	none	Bovidae	Bos	taurus		DQ124386			
Mammalia	none	Bovidae	Bos	taurus		DQ124372			
Mammalia	none	Bovidae	Bos	taurus		DQ124373			
Mammalia	none	Bovidae	Bos	taurus		DQ124374			
Mammalia	none	Bovidae	Bos	taurus		DQ124375			
Mammalia	none	Bovidae	Bos	taurus		DQ124376			
Mammalia	none	Bovidae	Bos	taurus		DQ124377			
Mammalia	none	Bovidae	Bos	taurus		DQ124378			
Mammalia	none	Bovidae	Bos	taurus		DQ124379			
Mammalia	none	Bovidae	Boselaphus	tragocamelus		NC_020614			
Mammalia	none	Bovidae	Bubalus	bubalis		NC_006295			
Mammalia	none	Bovidae	Bubalus	depressicornis		NC_020615			
Mammalia	none	Bovidae	Budorcas	taxicolor		NC_013069			
Mammalia	none	Bovidae	Capra	aegagrus		NC_028161			
Mammalia	none	Bovidae	Capra	caucasica		NC_020683			
Mammalia	none	Bovidae	Capra	falconeri		NC_020622			
Mammalia	none	Bovidae	Capra	hircus		NC_005044			
Mammalia	none	Bovidae	Capra	ibex		NC_020623			
Mammalia	none	Bovidae	Capra	nubiana		NC_020624			
Mammalia	none	Bovidae	Capra	pyrenaica		NC_020625			
Mammalia	none	Bovidae	Capra	sibirica		NC_020626			
Mammalia	none	Bovidae	Capricornis	crispus		NC_012096			
Mammalia	none	Bovidae	Capricornis	milneedwardsii		NC_023457			
Mammalia	none	Bovidae	Capricornis	sumatraensis		NC_020629			
Mammalia	none	Bovidae	Capricornis	swinhoei		NC_010640			
Mammalia	none	Bovidae	Capricornis			NC_030179			
Mammalia	none	Bovidae	Cephalophus	adersi		NC_020685			
Mammalia	none	Bovidae	Cephalophus	callipygus		NC_020686			
Mammalia	none	Bovidae	Cephalophus	dorsalis		NC_020687			
Mammalia	none	Bovidae	Cephalophus	jentinki		NC_020688			
Mammalia	none	Bovidae	Cephalophus	leucogaster		NC_020689			
Mammalia	none	Bovidae	Cephalophus	natalensis		NC_020690			
Mammalia	none	Bovidae	Cephalophus	nigrifrons		NC_020691			
Mammalia	none	Bovidae	Cephalophus	ogilbyi		NC_020692			
Mammalia	none	Bovidae	Cephalophus	rufilatus		NC_020693			
Mammalia	none	Bovidae	Cephalophus	silvicultor		NC_020694			
Mammalia	none	Bovidae	Cephalophus	spadix		NC_020695			
Mammalia	none	Bovidae	Connochaetes	gnou		NC_020698			
Mammalia	none	Bovidae	Connochaetes	taurinus		NC_020699			
Mammalia	none	Bovidae	Damaliscus	lunatus		NC_023543			
Mammalia	none	Bovidae	Damaliscus	pygargus		NC_020627			
Mammalia	none	Bovidae	Dorcatragus	megalotis		NC_020701			
Mammalia	none	Bovidae	Eudorcas	rufifrons		NC_020702			
Mammalia	none	Bovidae	Gazella	bennettii		NC_020703			
Mammalia	none	Bovidae	Gazella	cuvieri		NC_020704			
Mammalia	none	Bovidae	Gazella	dorcas		NC_020705			
Mammalia	none	Bovidae	Gazella	erlangeri		NC_020706			
Mammalia	none	Bovidae	Gazella	gazella		NC_020707			
Mammalia	none	Bovidae	Gazella	leptoceros		NC_020708			
Mammalia	none	Bovidae	Gazella	spekei		NC_020709			
Mammalia	none	Bovidae	Gazella	subgutturosa		NC_020710			
Mammalia	none	Bovidae	Hemitragus	jayakari		NC_020621			
Mammalia	none	Bovidae	Hemitragus	jemlahicus		NC_020628			
Mammalia	none	Bovidae	Hippotragus	equinus		NC_020712			
Mammalia	none	Bovidae	Hippotragus	leucophaeus		NC_035309			
Mammalia	none	Bovidae	Hippotragus	niger		NC_020713			
Mammalia	none	Bovidae	Kobus	ellipsiprymnus		NC_020715			
Mammalia	none	Bovidae	Kobus	leche		NC_018603			
Mammalia	none	Bovidae	Litocranius	walleri		NC_020716			
Mammalia	none	Bovidae	Madoqua	kirkii		NC_020717			
Mammalia	none	Bovidae	Madoqua	saltiana		NC_020718			
Mammalia	none	Bovidae	Naemorhedus	baileyi		NC_020722			
Mammalia	none	Bovidae	Naemorhedus	caudatus		NC_013751			
Mammalia	none	Bovidae	Naemorhedus	goral		NC_021381			
Mammalia	none	Bovidae	Naemorhedus	griseus		NC_020723			
Mammalia	none	Bovidae	Nanger	dama		NC_020724			
Mammalia	none	Bovidae	Nanger	granti		NC_020725			
Mammalia	none	Bovidae	Nanger	soemmerringii		NC_020726			
Mammalia	none	Bovidae	Neotragus	batesi		NC_020727			
Mammalia	none	Bovidae	Neotragus	moschatus		NC_020728			
Mammalia	none	Bovidae	Oreamnos	americanus		NC_020630			
Mammalia	none	Bovidae	Oreotragus	oreotragus		NC_020731			
Mammalia	none	Bovidae	Oryx	beisa		NC_020793			
Mammalia	none	Bovidae	Oryx	dammah		NC_016421			
Mammalia	none	Bovidae	Oryx	gazella		NC_016422			
Mammalia	none	Bovidae	Oryx	leucoryx		NC_020732			
Mammalia	none	Bovidae	Ourebia	ourebi		NC_020733			
Mammalia	none	Bovidae	Ovibos	moschatus		NC_020631			
Mammalia	none	Bovidae	Ovis	ammon		NC_020656			
Mammalia	none	Bovidae	Ovis	aries		NC_001941			
Mammalia	none	Bovidae	Ovis	canadensis		NC_015889			
Mammalia	none	Bovidae	Ovis	orientalis		NC_026063			
Mammalia	none	Bovidae	Ovis	vignei		NC_026064			
Mammalia	none	Bovidae	Pantholops	hodgsonii		NC_007441			
Mammalia	none	Bovidae	Pelea	capreolus		NC_020734			
Mammalia	none	Bovidae	Philantomba	maxwellii		NC_020735			
Mammalia	none	Bovidae	Philantomba	monticola		NC_020736			
Mammalia	none	Bovidae	Procapra	gutturosa		NC_020738			
Mammalia	none	Bovidae	Procapra	przewalskii		NC_014875			
Mammalia	none	Bovidae	Pseudois	nayaur		NC_020632			
Mammalia	none	Bovidae	Pseudois	schaeferi		NC_016689			
Mammalia	none	Bovidae	Pseudoryx	nghetinhensis		NC_020616			
Mammalia	none	Bovidae	Raphicerus	campestris		NC_020741			
Mammalia	none	Bovidae	Redunca	arundinum		NC_020794			
Mammalia	none	Bovidae	Redunca	fulvorufula		NC_020742			
Mammalia	none	Bovidae	Rupicapra	pyrenaica		NC_020789			
Mammalia	none	Bovidae	Rupicapra	rupicapra		NC_020633			
Mammalia	none	Bovidae	Saiga	tatarica		NC_020746			
Mammalia	none	Bovidae	Saiga	tatarica		MF497028			
Mammalia	none	Bovidae	Sylvicapra	grimmia		NC_020747			
Mammalia	none	Bovidae	Syncerus	caffer		NC_020617			
Mammalia	none	Bovidae	Taurotragus	derbianus		NC_020618			
Mammalia	none	Bovidae	Tetracerus	quadricornis		NC_020788			
Mammalia	none	Bovidae	Tragelaphus	angasii		NC_020748			
Mammalia	none	Bovidae	Tragelaphus	eurycerus		NC_020749			
Mammalia	none	Bovidae	Tragelaphus	imberbis		NC_020619			
Mammalia	none	Bovidae	Tragelaphus	oryx		NC_020750			
Mammalia	none	Bovidae	Tragelaphus	scriptus		NC_020751			
Mammalia	none	Bovidae	Tragelaphus	spekii		NC_020620			
Mammalia	none	Bovidae	Tragelaphus	strepsiceros		NC_020752			
Mammalia	none	Camelidae	Camelus	bactrianus		NC_009628			
Mammalia	none	Camelidae	Camelus	dromedarius		NC_009849			
Mammalia	none	Camelidae	Camelus	ferus		NC_009629			
Mammalia	none	Camelidae	Lama	glama		NC_012102			
Mammalia	none	Camelidae	Lama	guanicoe		NC_011822			
Mammalia	none	Camelidae	Vicugna	pacos		NC_002504			
Mammalia	none	Camelidae	Vicugna	vicugna		NC_013558			
Mammalia	none	Cervidae	Alces	alces		NC_020677			
Mammalia	none	Cervidae	Axis	axis		NC_020680			
Mammalia	none	Cervidae	Axis	porcinus		NC_020681			
Mammalia	none	Cervidae	Blastocerus	dichotomus		NC_020682			
Mammalia	none	Cervidae	Capreolus	capreolus		NC_020684			
Mammalia	none	Cervidae	Capreolus	pygargus		NC_025271			
Mammalia	none	Cervidae	Cervus	canadensis		NC_014703			
Mammalia	none	Cervidae	Cervus	elaphus		NC_007704			
Mammalia	none	Cervidae	Cervus	elaphus		NC_013836			
Mammalia	none	Cervidae	Cervus	elaphus		NC_013840			
Mammalia	none	Cervidae	Cervus	nippon		NC_006973			
Mammalia	none	Cervidae	Cervus	nippon		NC_006993			
Mammalia	none	Cervidae	Cervus	nippon		NC_007179			
Mammalia	none	Cervidae	Cervus	nippon		NC_008462			
Mammalia	none	Cervidae	Cervus	nippon		NC_013834			
Mammalia	none	Cervidae	Cervus	nippon		NC_016178			
Mammalia	none	Cervidae	Cervus	nippon		NC_018595			
Mammalia	none	Cervidae	Dama	dama		NC_020700			
Mammalia	none	Cervidae	Dama	mesopotamica		NC_024819			
Mammalia	none	Cervidae	Elaphodus	cephalophus		NC_008749			
Mammalia	none	Cervidae	Elaphurus	davidianus		NC_018358			
Mammalia	none	Cervidae	Hippocamelus	antisensis		NC_020711			
Mammalia	none	Cervidae	Hydropotes	inermis		NC_011821			
Mammalia	none	Cervidae	Hydropotes	inermis		NC_018032			
Mammalia	none	Cervidae	Mazama	americana		NC_020719			
Mammalia	none	Cervidae	Mazama	gouazoupira		NC_020720			
Mammalia	none	Cervidae	Mazama	nemorivaga		NC_024812			
Mammalia	none	Cervidae	Mazama	rufina		NC_020721			
Mammalia	none	Cervidae	Muntiacus	crinifrons		NC_004577			
Mammalia	none	Cervidae	Muntiacus	muntjak		NC_004563			
Mammalia	none	Cervidae	Muntiacus	putaoensis		NC_036430			
Mammalia	none	Cervidae	Muntiacus	reevesi		NC_004069			
Mammalia	none	Cervidae	Muntiacus	reevesi		NC_008491			
Mammalia	none	Cervidae	Muntiacus	vuquangensis		NC_016920			
Mammalia	none	Cervidae	Odocoileus	hemionus		NC_020729			
Mammalia	none	Cervidae	Odocoileus	virginianus		NC_015247			
Mammalia	none	Cervidae	Ozotoceros	bezoarticus		NC_020766			
Mammalia	none	Cervidae	Przewalskium	albirostris		NC_016707			
Mammalia	none	Cervidae	Pudu	mephistophiles		NC_020739			
Mammalia	none	Cervidae	Pudu	puda		NC_020740			
Mammalia	none	Cervidae	Rangifer	tarandus		NC_007703			
Mammalia	none	Cervidae	Rucervus	duvaucelii		NC_020743			
Mammalia	none	Cervidae	Rucervus	eldii		NC_014701			
Mammalia	none	Cervidae	Rusa	alfredi		NC_020744			
Mammalia	none	Cervidae	Rusa	timorensis		NC_020745			
Mammalia	none	Cervidae	Rusa	unicolor		NC_008414			
Mammalia	none	Cervidae	Rusa	unicolor		NC_031835			
Mammalia	none	Chrysochloridae	Chrysochloris	asiatica		NC_004920			
Mammalia	none	Chrysochloridae	Eremitalpa	granti		NC_010304			
Mammalia	none	Giraffidae	Giraffa	camelopardalis		NC_012100			
Mammalia	none	Giraffidae	Giraffa	camelopardalis		NC_024820			
Mammalia	none	Giraffidae	Okapia	johnstoni		NC_020730			
Mammalia	none	Hippopotamidae	Hexaprotodon	liberiensis		NC_020697			
Mammalia	none	Hippopotamidae	Hippopotamus	amphibius		NC_000889			
Mammalia	none	Moschidae	Moschus	anhuiensis		NC_020017			
Mammalia	none	Moschidae	Moschus	berezovskii		NC_012694			
Mammalia	none	Moschidae	Moschus	chrysogaster		NC_020093			
Mammalia	none	Moschidae	Moschus	moschiferus		NC_013753			
Mammalia	none	Suidae	Phacochoerus	africanus		NC_008830			
Mammalia	none	Suidae	Potamochoerus	porcus		NC_020737			
Mammalia	none	Suidae	Sus	barbatus		NC_026992			
Mammalia	none	Suidae	Sus	cebifrons		NC_023541			
Mammalia	none	Suidae	Sus	celebensis		NC_024860			
